점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정연도,운영여부,데이터기준일자,제공기관코드,제공기관명
세븐일레븐 면목한신점,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로3길 5,서울특별시 중랑구 면목동 193-52,37.5861568,127.076345,02-432-7630,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
세븐일레븐 면목로데오점,서울특별시,중랑구,11260,서울특별시 중랑구 중랑천로10길 66,서울특별시 중랑구 면목동 185-9,37.5923175,127.0766165,02-432-8973,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
세븐일레븐 망우점,서울특별시,중랑구,11260,서울특별시 중랑구 망우로 461,서울특별시 중랑구 망우동 340-22,37.6005635,127.1033339,02-496-0051,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
세븐일레븐 망우2호점,서울특별시,중랑구,11260,서울특별시 중랑구 양원역로 25,서울특별시 중랑구 망우동 183,37.60270595,127.1076358,02-495-1613,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
세븐일레븐 상봉점,서울특별시,중랑구,11260,서울특별시 중랑구 봉우재로33길 92,서울특별시 중랑구 상봉동 88-25,37.59571825,127.0901785,02-435-8185,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중랑동원점,서울특별시,중랑구,11260,서울특별시 중랑구 면목로78길 51,서울특별시 중랑구 면목동 96-25,37.59077177,127.0900039,02-2207-8195,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 면목행운점,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로54길 38,서울특별시 중랑구 면목동 106-38,37.58760869,127.0916076,02-432-2526,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 상봉뉴월드점,서울특별시,중랑구,11260,서울특별시 중랑구 망우로30길 3,서울특별시 중랑구 상봉동 130-3,37.5930326,127.0747358,02-432-2745,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중화다미소점,서울특별시,중랑구,11260,서울특별시 중랑구 동일로136길 10,서울특별시 중랑구 중화동 286-22,37.6020245,127.0801001,02-2209-4959,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중랑지웰,서울특별시,중랑구,11260,"서울특별시 중랑구 면목로69길 16, 101동 103호","서울특별시 중랑구 면목동 538, 101동 103호",37.58725253,127.0863427,02-438-0228,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 용마파크,서울특별시,중랑구,11260,서울특별시 중랑구 용마산로 248,서울특별시 중랑구 면목동 1339,37.57520556,127.0884742,02-433-0417,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중랑팰리스점,서울특별시,중랑구,11260,서울특별시 중랑구 망우로 316,서울특별시 중랑구 상봉동 101-2,37.596527,127.087565,02-432-9319,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중랑신내행운점,서울특별시,중랑구,11260,서울특별시 중랑구 봉화산로56길 46,서울특별시 중랑구 신내동 410-8,37.60642209,127.0983411,02-436-2566,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 중랑동부,서울특별시,중랑구,11260,서울특별시 중랑구 신내로7가길 35,서울특별시 중랑구 상봉동 495,37.60227892,127.0938704,02-434-1617,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 사가정스타,서울특별시,중랑구,11260,서울특별시 중랑구 면목로45길 8,서울특별시 중랑구 면목동 497-16,37.58182879,127.088082,02-493-5992,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 봉화산역,서울특별시,중랑구,11260,서울특별시 중랑구 신내로 211,서울특별시 중랑구 신내동 646,37.6163947,127.0926039,02-3422-6608,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 면목한신,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로3길 54,서울특별시 중랑구 면목동 178-30,37.5883513,127.0767493,02-436-6480,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 망우한마음,서울특별시,중랑구,11260,서울특별시 중랑구 용마산로99길 9,서울특별시 중랑구 망우동 531-24,37.5918396,127.097419,02-433-5972,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 망우으뜸,서울특별시,중랑구,11260,서울특별시 중랑구 망우로68길 56,서울특별시 중랑구 망우동 364-39,37.5974471,127.1009021,02-435-3664,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
GS25 망우금호,서울특별시,중랑구,11260,"서울특별시 중랑구 망우로 504, 1층","서울특별시 중랑구 망우동 133-7, 1층",37.6002329,127.108007,02-2209-1007,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
CU 묵동먹골역점,서울특별시,중랑구,11260,서울특별시 중랑구 공릉로2가길 28,서울특별시 중랑구 묵동172-26,37.6133273,127.0788287,02-948-9652,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
CU 망우행복점,서울특별시,중랑구,11260,서울특별시 중랑구 용마산로118길 130,서울특별시 중랑구 망우동 135-4,37.600864,127.1076756,02-434-7428,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
CU 상봉듀오트리스점,서울특별시,중랑구,11260,서울특별시 중랑구 상봉로 131,서울특별시 중랑구 상봉동 501,37.59740662,127.0921776,02-435-7162,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
CU 면목행복점,서울특별시,중랑구,11260,서울특별시 중랑구 겸재로50길 9,서울특별시 중랑구 면목동 104-14,37.58870728,127.0910119,02-495-4196,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
CU 면목중앙점,서울특별시,중랑구,11260,서울특별시 중랑구 면목로56가길 8,서울특별시 중랑구 면목동 409-47,37.5844605,127.0889145,02-2207-6103,서울중랑경찰서,,Y,2026-02-27,3060000,서울특별시 중랑구
세븐일레븐 휘경한천로점,서울특별시,동대문구,11230,서울특별시 동대문구 한천로 250,,37.58318800,127.06862400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 휘경시립대점,서울특별시,동대문구,11230,서울특별시 동대문구 망우로10길 45,,37.58697200,127.05654500,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 회기해피파크점,서울특별시,동대문구,11230,서울특별시 동대문구 이문로 19,,37.58986900,127.05530800,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 전농점,서울특별시,동대문구,11230,서울특별시 동대문구 서울시립대로 31,,37.57531361,127.04586030,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 장안해피트리점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로 79길 30,,37.56374399,127.06327030,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 장안썬앤빌점,서울특별시,동대문구,11230,서울특별시 동대문구 장한로 91,,37.56911530,127.06934120,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 장안벤처빌점,서울특별시,동대문구,11230,서울특별시 동대문구 한천로24길 74-1,,37.56884300,127.06876800,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 장안3점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로77길 84,,37.56542702,127.06331800,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 신제기점,서울특별시,동대문구,11230,서울특별시 동대문구 왕산로19나길 3,,37.57863930,127.03312550,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 동대문답십리점,서울특별시,동대문구,11230,서울특별시 동대문구 전농로 91,,37.57330133,127.05706560,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 고대로데오점,서울특별시,동대문구,11230,서울특별시 동대문구 제기로 5길 42,,37.58814714,127.03551370,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 경희기숙사점,서울특별시,동대문구,11230,서울특별시 동대문구 이문로9길 46,,37.59420770,127.05654320,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
세븐일레븐 경희대3호점,서울특별시,동대문구,11230,서울특별시 동대문구 천장산로7길 39,,37.59814370,127.05568040,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 휘경사랑점,서울특별시,동대문구,11230,서울특별시 동대문구 한천로 242,,37.58256200,127.06868300,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 휘경럭키점,서울특별시,동대문구,11230,서울특별시 동대문구 전농로38길 89,,37.58791222,127.05621450,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 카이스트원룸점,서울특별시,동대문구,11230,서울특별시 동대문구 회기로 118,,37.59136200,127.04967000,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 청계힐스테이트점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로55길 11,,37.57154100,127.04716400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 제기정화점,서울특별시,동대문구,11230,서울특별시 동대문구 제기로20길 32,,37.58515250,127.04147190,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 전농삼성점,서울특별시,동대문구,11230,서울특별시 동대문구 사가정로13가길 29,,37.57950820,127.05960270,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 전농배봉점,서울특별시,동대문구,11230,서울특별시 동대문구 전농동 6-3,,37.57880700,127.06715400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 장안홈타운점,서울특별시,동대문구,11230,서울특별시 동대문구 장안벚꽃로 107,,37.56807100,127.07330400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 장안햇살점,서울특별시,동대문구,11230,서울특별시 동대문구 장한로17길 9,,37.56753140,127.06797990,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 장안장평점,서울특별시,동대문구,11230,서울특별시 동대문구 장한로28가길 1,,37.57311400,127.07243500,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 장안스타점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로89길 16,,37.56247510,127.06848100,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 장안골든점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로91길 89,,37.56547100,127.07065300,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 용두동아점,서울특별시,동대문구,11230,서울특별시 동대문구 무학로 111,,37.57424200,127.03043500,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 동대문한신점,서울특별시,동대문구,11230,서울특별시 동대문구 황물로 42,,37.57334200,127.04621400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 동대문장안점,서울특별시,동대문구,11230,서울특별시 동대문구 장한로 165,,37.57514219,127.07163850,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 동대문용두점,서울특별시,동대문구,11230,서울특별시 동대문구 천호대로31길 50,,37.57560357,127.04140940,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 동대문신설점,서울특별시,동대문구,11230,서울특별시 동대문구 한빛로 24,,37.57763710,127.02560740,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 동대문구청점,서울특별시,동대문구,11230,서울특별시 동대문구 고산자로28길 39,,37.57492660,127.04047210,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 답십리한신점,서울특별시,동대문구,11230,서울특별시 동대문구 한천로17길 23,,37.56990210,127.06275790,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 답십리청마루점,서울특별시,동대문구,11230,서울특별시 동대문구 답십리로59길 6,,37.57304444,127.06588240,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 답십리래미안점,서울특별시,동대문구,11230,서울특별시 동대문구 답십리로 130,,37.57107000,127.05400000,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
GS25 경희프라자점,서울특별시,동대문구,11230,서울특별시 동대문구 경희대로 23,,37.59377476,127.05074120,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 휘경주공점,서울특별시,동대문구,11230,"서울특별시 동대문구 한천로 264, 주공프라자 102호",,37.58434000,127.06836400,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 카이스트점,서울특별시,동대문구,11230,서울특별시 동대문구 회기로 119,,37.59157900,127.04986000,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 청계노벨리아점,서울특별시,동대문구,11230,서울특별시 동대문구 서울시립대로 19,,37.57353000,127.04527900,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 제기휴플러스점,서울특별시,동대문구,11230,서울특별시 동대문구 고산자로54길 6,,37.58731800,127.03852000,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 제기원룸점,서울특별시,동대문구,11230,서울특별시 동대문구 제기로6길 4,,37.58620513,127.03435290,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
CU 전농우리점,서울특별시,동대문구,11230,서울특별시 동대문구 전농로23길 8,,37.58075300,127.05494600,,서울동대문경찰서,,Y,2026-03-05,3050000,서울특별시 동대문구
